ORG_CODE,DATE,POPULATION,QUESTION,RATING_SCORE
RX3,11/05/2017,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RX3,11/05/2017,Long stay/rehabilitation mental health wards for working age adults,Well-led,2
RX3,11/05/2017,Long stay/rehabilitation mental health wards for working age adults,Overall,2
RX3,11/05/2015,Mental health crisis services and health-based places of safety,Safe,2
RX3,11/05/2015,Mental health crisis services and health-based places of safety,Effective,3
RX3,11/05/2015,Mental health crisis services and health-based places of safety,Caring,2
RX3,11/05/2015,Mental health crisis services and health-based places of safety,Responsive,2
RX3,11/05/2015,Mental health crisis services and health-based places of safety,Well-led,2
RX3,11/05/2015,Mental health crisis services and health-based places of safety,Overall,2
RX3,11/05/2017,Overall,Safe,1
RX3,11/05/2017,Overall,Effective,2
RX3,11/05/2017,Overall,Caring,2
RX3,11/05/2017,Overall,Responsive,2
RX3,11/05/2017,Overall,Well-led,2
RX3,11/05/2017,Overall,Overall,2
RX3,11/05/2015,Specialist community mental health services for children and young people,Safe,2
RX3,11/05/2015,Specialist community mental health services for children and young people,Effective,2
RX3,11/05/2015,Specialist community mental health services for children and young people,Caring,2
RX3,11/05/2015,Specialist community mental health services for children and young people,Responsive,2
RX3,11/05/2015,Specialist community mental health services for children and young people,Well-led,2
RX3,11/05/2015,Specialist community mental health services for children and young people,Overall,2
RX3,23/02/2017,Wards for older people with mental health problems,Safe,1
RX3,23/02/2017,Wards for older people with mental health problems,Effective,1
RX3,11/05/2015,Wards for older people with mental health problems,Caring,2
RX3,11/05/2015,Wards for older people with mental health problems,Responsive,2
RX3,23/02/2017,Wards for older people with mental health problems,Well-led,1
RX3,23/02/2017,Wards for older people with mental health problems,Overall,1
RX3,11/05/2015,Wards for people with learning disabilities or autism,Safe,3
RX3,11/05/2015,Wards for people with learning disabilities or autism,Effective,2
RX3,11/05/2015,Wards for people with learning disabilities or autism,Caring,2
RX3,11/05/2015,Wards for people with learning disabilities or autism,Responsive,1
RX3,11/05/2015,Wards for people with learning disabilities or autism,Well-led,2
RX3,11/05/2015,Wards for people with learning disabilities or autism,Overall,2
RX4,26/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
RX4,26/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Effective,2
RX4,26/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RX4,26/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Responsive,2
RX4,26/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Well-led,2
RX4,26/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Overall,2
RX4,26/07/2018,Child and adolescent mental health wards,Safe,2
RX4,26/07/2018,Child and adolescent mental health wards,Effective,3
RX4,26/07/2018,Child and adolescent mental health wards,Caring,2
RX4,26/07/2018,Child and adolescent mental health wards,Responsive,2
RX4,26/07/2018,Child and adolescent mental health wards,Well-led,3
RX4,26/07/2018,Child and adolescent mental health wards,Overall,3
RX4,01/09/2016,Community mental health services for people with learning disabilities or autism,Safe,2
RX4,01/09/2016,Community mental health services for people with learning disabilities or autism,Effective,3
RX4,01/09/2016,Community mental health services for people with learning disabilities or autism,Caring,3
RX4,01/09/2016,Community mental health services for people with learning disabilities or autism,Responsive,3
RX4,01/09/2016,Community mental health services for people with learning disabilities or autism,Well-led,3
RX4,01/09/2016,Community mental health services for people with learning disabilities or autism,Overall,3
RX4,01/09/2016,Community-based mental health services for adults of working age,Safe,2
RX4,01/09/2016,Community-based mental health services for adults of working age,Effective,3
RX4,01/09/2016,Community-based mental health services for adults of working age,Caring,3
RX4,01/09/2016,Community-based mental health services for adults of working age,Responsive,2
RX4,01/09/2016,Community-based mental health services for adults of working age,Well-led,2
RX4,01/09/2016,Community-based mental health services for adults of working age,Overall,3
RX4,01/09/2016,Community-based mental health services for older people,Safe,2
RX4,01/09/2016,Community-based mental health services for older people,Effective,2
RX4,01/09/2016,Community-based mental health services for older people,Caring,3
RX4,01/09/2016,Community-based mental health services for older people,Responsive,3
RX4,01/09/2016,Community-based mental health services for older people,Well-led,3
RX4,01/09/2016,Community-based mental health services for older people,Overall,3
RX4,01/09/2016,Forensic inpatient/secure wards,Safe,2
RX4,01/09/2016,Forensic inpatient/secure wards,Effective,2
RX4,01/09/2016,Forensic inpatient/secure wards,Caring,2
RX4,01/09/2016,Forensic inpatient/secure wards,Responsive,2
RX4,01/09/2016,Forensic inpatient/secure wards,Well-led,2
RX4,01/09/2016,Forensic inpatient/secure wards,Overall,2
RX4,01/09/2016,Long stay/rehabilitation mental health wards for working age adults,Safe,2
RX4,01/09/2016,Long stay/rehabilitation mental health wards for working age adults,Effective,2
RX4,01/09/2016,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RX4,01/09/2016,Long stay/rehabilitation mental health wards for working age adults,Responsive,3
RX4,01/09/2016,Long stay/rehabilitation mental health wards for working age adults,Well-led,3
RX4,01/09/2016,Long stay/rehabilitation mental health wards for working age adults,Overall,3
RX4,01/09/2016,Mental health crisis services and health-based places of safety,Safe,2
RX4,01/09/2016,Mental health crisis services and health-based places of safety,Effective,2
RX4,01/09/2016,Mental health crisis services and health-based places of safety,Caring,2
RX4,01/09/2016,Mental health crisis services and health-based places of safety,Responsive,2
RX4,01/09/2016,Mental health crisis services and health-based places of safety,Well-led,2
RX4,01/09/2016,Mental health crisis services and health-based places of safety,Overall,2
RX4,26/07/2018,Overall,Safe,2
RX4,26/07/2018,Overall,Effective,3
RX4,26/07/2018,Overall,Caring,3
RX4,26/07/2018,Overall,Responsive,3
RX4,26/07/2018,Overall,Well-led,3
RX4,26/07/2018,Overall,Overall,3
RX4,26/07/2018,Specialist community mental health services for children and young people,Safe,2
RX4,26/07/2018,Specialist community mental health services for children and young people,Effective,3
RX4,26/07/2018,Specialist community mental health services for children and young people,Caring,3
RX4,26/07/2018,Specialist community mental health services for children and young people,Responsive,2
RX4,26/07/2018,Specialist community mental health services for children and young people,Well-led,3
RX4,26/07/2018,Specialist community mental health services for children and young people,Overall,3
RX4,01/09/2016,Substance Misuse,Safe,2
RX4,01/09/2016,Substance Misuse,Effective,2
RX4,01/09/2016,Substance Misuse,Caring,2
RX4,01/09/2016,Substance Misuse,Responsive,2
RX4,01/09/2016,Substance Misuse,Well-led,2
RX4,01/09/2016,Substance Misuse,Overall,2
RX4,26/07/2018,Wards for older people with mental health problems,Safe,2
RX4,26/07/2018,Wards for older people with mental health problems,Effective,2
RX4,26/07/2018,Wards for older people with mental health problems,Caring,3
RX4,26/07/2018,Wards for older people with mental health problems,Responsive,2
RX4,26/07/2018,Wards for older people with mental health problems,Well-led,2
RX4,26/07/2018,Wards for older people with mental health problems,Overall,2
RX4,01/09/2016,Wards for people with learning disabilities or autism,Safe,2
RX4,01/09/2016,Wards for people with learning disabilities or autism,Effective,3
RX4,01/09/2016,Wards for people with learning disabilities or autism,Caring,3
RX4,01/09/2016,Wards for people with learning disabilities or autism,Responsive,3
RX4,01/09/2016,Wards for people with learning disabilities or autism,Well-led,3
RX4,01/09/2016,Wards for people with learning disabilities or autism,Overall,3
RX6,01/11/2016,Overall,Safe,2
RX6,01/11/2016,Overall,Effective,2
RX6,01/11/2016,Overall,Caring,2
RX6,01/11/2016,Overall,Responsive,2
RX6,01/11/2016,Overall,Well-led,2
RX6,01/11/2016,Overall,Overall,2
RX7,19/01/2017,Overall,Safe,1
RX7,19/01/2017,Overall,Effective,2
RX7,19/01/2017,Overall,Caring,2
RX7,19/01/2017,Overall,Responsive,2
RX7,19/01/2017,Overall,Well-led,1
RX7,19/01/2017,Overall,Overall,1
RX8,01/02/2017,Overall,Safe,2
RX8,01/02/2017,Overall,Effective,2
RX8,21/08/2015,Overall,Caring,2
RX8,01/02/2017,Overall,Responsive,2
RX8,01/02/2017,Overall,Well-led,2
RX8,01/02/2017,Overall,Overall,2
RX9,13/06/2017,Overall,Safe,1
RX9,13/06/2017,Overall,Effective,1
RX9,10/05/2016,Overall,Caring,2
RX9,10/05/2016,Overall,Responsive,2
RX9,13/06/2017,Overall,Well-led,1
RX9,13/06/2017,Overall,Overall,1
RXA,03/02/2017,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
RXA,03/02/2017,Acute wards for adults of working age and psychiatric intensive care units,Effective,2
RXA,03/02/2017,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RXA,03/02/2017,Acute wards for adults of working age and psychiatric intensive care units,Responsive,2
RXA,03/02/2017,Acute wards for adults of working age and psychiatric intensive care units,Well-led,2
RXA,03/02/2017,Acute wards for adults of working age and psychiatric intensive care units,Overall,2
RXA,03/12/2015,Child and adolescent mental health wards,Safe,2
RXA,03/12/2015,Child and adolescent mental health wards,Effective,2
RXA,03/12/2015,Child and adolescent mental health wards,Caring,2
RXA,03/12/2015,Child and adolescent mental health wards,Responsive,2
RXA,03/12/2015,Child and adolescent mental health wards,Well-led,2
RXA,03/12/2015,Child and adolescent mental health wards,Overall,2
RXA,03/12/2015,Community health services for adults,Safe,1
RXA,03/12/2015,Community health services for adults,Effective,2
RXA,03/12/2015,Community health services for adults,Caring,2
RXA,03/12/2015,Community health services for adults,Responsive,2
RXA,03/12/2015,Community health services for adults,Well-led,2
RXA,03/12/2015,Community health services for adults,Overall,2
RXA,03/12/2015,"Community health services for children, young people and families",Safe,1
RXA,03/12/2015,"Community health services for children, young people and families",Effective,2
RXA,03/12/2015,"Community health services for children, young people and families",Caring,2
RXA,03/12/2015,"Community health services for children, young people and families",Responsive,2
RXA,03/12/2015,"Community health services for children, young people and families",Well-led,1
RXA,03/12/2015,"Community health services for children, young people and families",Overall,1
RXA,03/12/2015,Community mental health services for people with learning disabilities or autism,Safe,2
RXA,03/12/2015,Community mental health services for people with learning disabilities or autism,Effective,2
RXA,03/12/2015,Community mental health services for people with learning disabilities or autism,Caring,2
RXA,03/12/2015,Community mental health services for people with learning disabilities or autism,Responsive,2
RXA,03/12/2015,Community mental health services for people with learning disabilities or autism,Well-led,2
RXA,03/12/2015,Community mental health services for people with learning disabilities or autism,Overall,2
RXA,03/02/2017,Community-based mental health services for adults of working age,Safe,2
RXA,03/02/2017,Community-based mental health services for adults of working age,Effective,2
RXA,03/02/2017,Community-based mental health services for adults of working age,Caring,2
RXA,03/02/2017,Community-based mental health services for adults of working age,Responsive,2
RXA,03/02/2017,Community-based mental health services for adults of working age,Well-led,2
RXA,03/02/2017,Community-based mental health services for adults of working age,Overall,2
RXA,03/02/2017,Community-based mental health services for older people,Safe,2
RXA,03/02/2017,Community-based mental health services for older people,Effective,2
RXA,03/02/2017,Community-based mental health services for older people,Caring,2
RXA,03/02/2017,Community-based mental health services for older people,Responsive,2
RXA,03/02/2017,Community-based mental health services for older people,Well-led,2
RXA,03/02/2017,Community-based mental health services for older people,Overall,2
RXA,03/12/2015,End of life care,Safe,2
RXA,03/12/2015,End of life care,Effective,2
RXA,03/12/2015,End of life care,Caring,3
RXA,03/12/2015,End of life care,Responsive,2
RXA,03/12/2015,End of life care,Well-led,2
RXA,03/12/2015,End of life care,Overall,2
RXA,03/02/2017,Forensic inpatient/secure wards,Safe,2
RXA,03/02/2017,Forensic inpatient/secure wards,Effective,2
RXA,03/02/2017,Forensic inpatient/secure wards,Caring,2
RXA,03/02/2017,Forensic inpatient/secure wards,Responsive,2
RXA,03/02/2017,Forensic inpatient/secure wards,Well-led,2
RXA,03/02/2017,Forensic inpatient/secure wards,Overall,2
RXA,03/12/2015,Long stay/rehabilitation mental health wards for working age adults,Safe,2
RXA,03/12/2015,Long stay/rehabilitation mental health wards for working age adults,Effective,2
RXA,03/12/2015,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RXA,03/12/2015,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RXA,03/12/2015,Long stay/rehabilitation mental health wards for working age adults,Well-led,2
RXA,03/12/2015,Long stay/rehabilitation mental health wards for working age adults,Overall,2
RXA,03/12/2015,Mental health crisis services and health-based places of safety,Safe,2
RXA,03/12/2015,Mental health crisis services and health-based places of safety,Effective,2
RXA,03/12/2015,Mental health crisis services and health-based places of safety,Caring,2
RXA,03/12/2015,Mental health crisis services and health-based places of safety,Responsive,2
RXA,03/12/2015,Mental health crisis services and health-based places of safety,Well-led,2
RXA,03/12/2015,Mental health crisis services and health-based places of safety,Overall,2
RXA,03/12/2015,Overall,Safe,1
RXA,03/12/2015,Overall,Effective,2
RXA,03/12/2015,Overall,Caring,3
RXA,03/12/2015,Overall,Responsive,2
RXA,03/12/2015,Overall,Well-led,2
RXA,03/12/2015,Overall,Overall,2
RXA,03/02/2017,Specialist community mental health services for children and young people,Safe,2
RXA,03/02/2017,Specialist community mental health services for children and young people,Effective,2
RXA,03/02/2017,Specialist community mental health services for children and young people,Caring,2
RXA,03/02/2017,Specialist community mental health services for children and young people,Responsive,2
RXA,03/02/2017,Specialist community mental health services for children and young people,Well-led,2
RXA,03/02/2017,Specialist community mental health services for children and young people,Overall,2
RXA,03/02/2017,Substance Misuse,Safe,2
RXA,03/02/2017,Substance Misuse,Effective,2
RXA,03/02/2017,Substance Misuse,Caring,2
RXA,03/02/2017,Substance Misuse,Responsive,2
RXA,03/02/2017,Substance Misuse,Well-led,2
RXA,03/02/2017,Substance Misuse,Overall,2
RXA,03/12/2015,Wards for older people with mental health problems,Safe,2
RXA,03/12/2015,Wards for older people with mental health problems,Effective,2
RXA,03/12/2015,Wards for older people with mental health problems,Caring,2
RXA,03/12/2015,Wards for older people with mental health problems,Responsive,2
RXA,03/12/2015,Wards for older people with mental health problems,Well-led,2
RXA,03/12/2015,Wards for older people with mental health problems,Overall,2
RXA,03/12/2015,Wards for people with learning disabilities or autism,Safe,2
RXA,03/12/2015,Wards for people with learning disabilities or autism,Effective,2
RXA,03/12/2015,Wards for people with learning disabilities or autism,Caring,3
RXA,03/12/2015,Wards for people with learning disabilities or autism,Responsive,3
RXA,03/12/2015,Wards for people with learning disabilities or autism,Well-led,2
RXA,03/12/2015,Wards for people with learning disabilities or autism,Overall,3
RXC,06/06/2018,Overall,Safe,1
RXC,06/06/2018,Overall,Effective,1
RXC,06/06/2018,Overall,Caring,2
RXC,06/06/2018,Overall,Responsive,1
RXC,06/06/2018,Overall,Well-led,2
RXC,06/06/2018,Overall,Overall,1
RXE,28/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
RXE,28/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Effective,2
RXE,28/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RXE,28/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Responsive,1
RXE,28/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Well-led,2
RXE,28/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Overall,1
RXE,28/06/2018,Community health inpatient services,Safe,2
RXE,28/06/2018,Community health inpatient services,Effective,2
RXE,28/06/2018,Community health inpatient services,Caring,2
RXE,28/06/2018,Community health inpatient services,Responsive,2
RXE,28/06/2018,Community health inpatient services,Well-led,2
RXE,28/06/2018,Community health inpatient services,Overall,2
RXE,19/01/2016,Community health services for adults,Safe,1
RXE,19/01/2016,Community health services for adults,Effective,2
RXE,19/01/2016,Community health services for adults,Caring,2
RXE,19/01/2016,Community health services for adults,Responsive,2
RXE,19/01/2016,Community health services for adults,Well-led,2
RXE,19/01/2016,Community health services for adults,Overall,2
RXE,19/01/2016,"Community health services for children, young people and families",Safe,2
RXE,19/01/2016,"Community health services for children, young people and families",Effective,2
RXE,19/01/2016,"Community health services for children, young people and families",Caring,2
RXE,19/01/2016,"Community health services for children, young people and families",Responsive,3
RXE,19/01/2016,"Community health services for children, young people and families",Well-led,3
RXE,19/01/2016,"Community health services for children, young people and families",Overall,3
RXE,12/01/2017,Community mental health services for people with learning disabilities or autism,Safe,2
RXE,12/01/2017,Community mental health services for people with learning disabilities or autism,Effective,2
RXE,12/01/2017,Community mental health services for people with learning disabilities or autism,Caring,2
RXE,12/01/2017,Community mental health services for people with learning disabilities or autism,Responsive,2
RXE,12/01/2017,Community mental health services for people with learning disabilities or autism,Well-led,2
RXE,12/01/2017,Community mental health services for people with learning disabilities or autism,Overall,2
RXE,28/06/2018,Community-based mental health services for adults of working age,Safe,1
RXE,28/06/2018,Community-based mental health services for adults of working age,Effective,1
RXE,28/06/2018,Community-based mental health services for adults of working age,Caring,2
RXE,28/06/2018,Community-based mental health services for adults of working age,Responsive,2
RXE,28/06/2018,Community-based mental health services for adults of working age,Well-led,1
RXE,28/06/2018,Community-based mental health services for adults of working age,Overall,1
RXE,19/01/2016,Community-based mental health services for older people,Safe,2
RXE,19/01/2016,Community-based mental health services for older people,Effective,2
RXE,19/01/2016,Community-based mental health services for older people,Caring,3
RXE,19/01/2016,Community-based mental health services for older people,Responsive,2
RXE,19/01/2016,Community-based mental health services for older people,Well-led,2
RXE,19/01/2016,Community-based mental health services for older people,Overall,2
RXE,19/01/2016,End of life care,Safe,2
RXE,19/01/2016,End of life care,Effective,2
RXE,19/01/2016,End of life care,Caring,2
RXE,19/01/2016,End of life care,Responsive,2
RXE,19/01/2016,End of life care,Well-led,2
RXE,19/01/2016,End of life care,Overall,2
RXE,19/01/2016,Forensic inpatient/secure wards,Safe,2
RXE,19/01/2016,Forensic inpatient/secure wards,Effective,2
RXE,19/01/2016,Forensic inpatient/secure wards,Caring,2
RXE,19/01/2016,Forensic inpatient/secure wards,Responsive,2
RXE,19/01/2016,Forensic inpatient/secure wards,Well-led,2
RXE,19/01/2016,Forensic inpatient/secure wards,Overall,2
RXE,12/01/2017,Long stay/rehabilitation mental health wards for working age adults,Safe,1
RXE,28/06/2018,Long stay/rehabilitation mental health wards for working age adults,Safe,1
RXE,12/01/2017,Long stay/rehabilitation mental health wards for working age adults,Effective,2
RXE,28/06/2018,Long stay/rehabilitation mental health wards for working age adults,Effective,1
RXE,12/01/2017,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RXE,28/06/2018,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RXE,12/01/2017,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RXE,28/06/2018,Long stay/rehabilitation mental health wards for working age adults,Responsive,1
RXE,12/01/2017,Long stay/rehabilitation mental health wards for working age adults,Well-led,2
RXE,28/06/2018,Long stay/rehabilitation mental health wards for working age adults,Well-led,1
RXE,12/01/2017,Long stay/rehabilitation mental health wards for working age adults,Overall,2
RXE,28/06/2018,Long stay/rehabilitation mental health wards for working age adults,Overall,1
RXE,19/01/2016,Mental health crisis services and health-based places of safety,Safe,2
RXE,19/01/2016,Mental health crisis services and health-based places of safety,Effective,3
RXE,19/01/2016,Mental health crisis services and health-based places of safety,Caring,2
RXE,19/01/2016,Mental health crisis services and health-based places of safety,Responsive,3
RXE,19/01/2016,Mental health crisis services and health-based places of safety,Well-led,2
RXE,19/01/2016,Mental health crisis services and health-based places of safety,Overall,3
RXE,28/06/2018,Overall,Safe,1
RXE,28/06/2018,Overall,Effective,2
RXE,28/06/2018,Overall,Caring,2
RXE,28/06/2018,Overall,Responsive,2
RXE,28/06/2018,Overall,Well-led,2
RXE,28/06/2018,Overall,Overall,2
RXE,12/01/2017,Specialist community mental health services for children and young people,Safe,2
RXE,12/01/2017,Specialist community mental health services for children and young people,Effective,2
RXE,12/01/2017,Specialist community mental health services for children and young people,Caring,2
RXE,12/01/2017,Specialist community mental health services for children and young people,Responsive,2
RXE,12/01/2017,Specialist community mental health services for children and young people,Well-led,1
RXE,12/01/2017,Specialist community mental health services for children and young people,Overall,2
RXE,12/01/2017,Substance Misuse,Safe,2
RXE,12/01/2017,Substance Misuse,Effective,2
RXE,12/01/2017,Substance Misuse,Caring,2
RXE,12/01/2017,Substance Misuse,Responsive,2
RXE,12/01/2017,Substance Misuse,Well-led,2
RXE,12/01/2017,Substance Misuse,Overall,2
RXE,12/01/2017,Wards for older people with mental health problems,Safe,2
RXE,28/06/2018,Wards for older people with mental health problems,Safe,2
RXE,28/06/2018,Wards for older people with mental health problems,Effective,2
RXE,12/01/2017,Wards for older people with mental health problems,Effective,1
RXE,12/01/2017,Wards for older people with mental health problems,Caring,2
RXE,28/06/2018,Wards for older people with mental health problems,Caring,2
RXE,12/01/2017,Wards for older people with mental health problems,Responsive,2
RXE,28/06/2018,Wards for older people with mental health problems,Responsive,2
RXE,12/01/2017,Wards for older people with mental health problems,Well-led,2
RXE,28/06/2018,Wards for older people with mental health problems,Well-led,2
RXE,12/01/2017,Wards for older people with mental health problems,Overall,2
RXE,28/06/2018,Wards for older people with mental health problems,Overall,2
RXE,11/05/2017,Wards for people with learning disabilities or autism,Safe,2
RXE,11/05/2017,Wards for people with learning disabilities or autism,Effective,2
RXE,11/05/2017,Wards for people with learning disabilities or autism,Caring,2
RXE,11/05/2017,Wards for people with learning disabilities or autism,Responsive,2
RXE,11/05/2017,Wards for people with learning disabilities or autism,Well-led,2
RXE,11/05/2017,Wards for people with learning disabilities or autism,Overall,2
RXF,13/10/2017,Community dental services,Safe,2
RXF,13/10/2017,Community dental services,Effective,2
RXF,13/10/2017,Community dental services,Caring,2
RXF,13/10/2017,Community dental services,Responsive,2
RXF,13/10/2017,Community dental services,Well-led,2
RXF,13/10/2017,Community dental services,Overall,2
RXF,13/10/2017,Community health inpatient services,Safe,2
RXF,13/10/2017,Community health inpatient services,Effective,2
RXF,13/10/2017,Community health inpatient services,Caring,2
RXF,13/10/2017,Community health inpatient services,Responsive,2
RXF,13/10/2017,Community health inpatient services,Well-led,2
RXF,13/10/2017,Community health inpatient services,Overall,2
RXF,13/10/2017,Community health services for adults,Safe,1
RXF,13/10/2017,Community health services for adults,Effective,2
RXF,13/10/2017,Community health services for adults,Caring,2
RXF,13/10/2017,Community health services for adults,Responsive,2
RXF,13/10/2017,Community health services for adults,Well-led,2
RXF,13/10/2017,Community health services for adults,Overall,2
RXF,13/10/2017,Overall,Safe,1
RXF,13/10/2017,Overall,Effective,1
RXF,13/10/2017,Overall,Caring,2
RXF,13/10/2017,Overall,Responsive,1
RXF,13/10/2017,Overall,Well-led,1
RXF,13/10/2017,Overall,Overall,1
RXG,03/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Safe,0
RXG,03/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Effective,1
RXG,03/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RXG,03/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Responsive,1
RXG,03/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Well-led,1
RXG,03/07/2018,Acute wards for adults of working age and psychiatric intensive care units,Overall,1
RXG,24/06/2016,Community health inpatient services,Safe,2
RXG,24/06/2016,Community health inpatient services,Effective,2
RXG,24/06/2016,Community health inpatient services,Caring,2
RXG,24/06/2016,Community health inpatient services,Responsive,2
RXG,24/06/2016,Community health inpatient services,Well-led,2
RXG,24/06/2016,Community health inpatient services,Overall,2
RXG,24/06/2016,Community health services for adults,Safe,2
RXG,24/06/2016,Community health services for adults,Effective,2
RXG,24/06/2016,Community health services for adults,Caring,2
RXG,24/06/2016,Community health services for adults,Responsive,2
RXG,24/06/2016,Community health services for adults,Well-led,2
RXG,24/06/2016,Community health services for adults,Overall,2
RXG,24/06/2016,"Community health services for children, young people and families",Safe,2
RXG,24/06/2016,"Community health services for children, young people and families",Effective,2
RXG,24/06/2016,"Community health services for children, young people and families",Caring,3
RXG,24/06/2016,"Community health services for children, young people and families",Responsive,2
RXG,24/06/2016,"Community health services for children, young people and families",Well-led,2
RXG,24/06/2016,"Community health services for children, young people and families",Overall,2
RXG,03/07/2018,Community mental health services for people with learning disabilities or autism,Safe,2
RXG,03/07/2018,Community mental health services for people with learning disabilities or autism,Effective,2
RXG,03/07/2018,Community mental health services for people with learning disabilities or autism,Caring,2
RXG,03/07/2018,Community mental health services for people with learning disabilities or autism,Responsive,2
RXG,03/07/2018,Community mental health services for people with learning disabilities or autism,Well-led,2
RXG,03/07/2018,Community mental health services for people with learning disabilities or autism,Overall,2
RXG,03/07/2018,Community-based mental health services for adults of working age,Safe,1
RXG,03/07/2018,Community-based mental health services for adults of working age,Effective,2
RXG,03/07/2018,Community-based mental health services for adults of working age,Caring,2
RXG,03/07/2018,Community-based mental health services for adults of working age,Responsive,1
RXG,03/07/2018,Community-based mental health services for adults of working age,Well-led,2
RXG,03/07/2018,Community-based mental health services for adults of working age,Overall,1
RXG,24/06/2016,Community-based mental health services for older people,Safe,2
RXG,08/02/2017,Community-based mental health services for older people,Effective,2
RXG,24/06/2016,Community-based mental health services for older people,Caring,2
RXG,08/02/2017,Community-based mental health services for older people,Responsive,2
RXG,24/06/2016,Community-based mental health services for older people,Well-led,2
RXG,08/02/2017,Community-based mental health services for older people,Overall,2
RXG,24/06/2016,End of life care,Safe,2
RXG,24/06/2016,End of life care,Effective,3
RXG,24/06/2016,End of life care,Caring,2
RXG,24/06/2016,End of life care,Responsive,2
RXG,24/06/2016,End of life care,Well-led,2
RXG,24/06/2016,End of life care,Overall,2
RXG,03/07/2018,Forensic inpatient/secure wards,Safe,1
RXG,03/07/2018,Forensic inpatient/secure wards,Effective,2
RXG,03/07/2018,Forensic inpatient/secure wards,Caring,2
RXG,03/07/2018,Forensic inpatient/secure wards,Responsive,2
RXG,03/07/2018,Forensic inpatient/secure wards,Well-led,2
RXG,03/07/2018,Forensic inpatient/secure wards,Overall,2
RXG,24/02/2017,Long stay/rehabilitation mental health wards for working age adults,Safe,2
RXG,24/02/2017,Long stay/rehabilitation mental health wards for working age adults,Effective,2
RXG,24/02/2017,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RXG,24/02/2017,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RXG,24/02/2017,Long stay/rehabilitation mental health wards for working age adults,Well-led,2
RXG,24/02/2017,Long stay/rehabilitation mental health wards for working age adults,Overall,2
RXG,24/06/2016,Mental health crisis services and health-based places of safety,Safe,2
RXG,24/06/2016,Mental health crisis services and health-based places of safety,Effective,2
RXG,24/06/2016,Mental health crisis services and health-based places of safety,Caring,2
RXG,24/06/2016,Mental health crisis services and health-based places of safety,Responsive,2
RXG,24/06/2016,Mental health crisis services and health-based places of safety,Well-led,2
RXG,24/06/2016,Mental health crisis services and health-based places of safety,Overall,2
RXG,03/07/2018,Overall,Safe,1
RXG,03/07/2018,Overall,Effective,2
RXG,03/07/2018,Overall,Caring,2
RXG,03/07/2018,Overall,Responsive,1
RXG,03/07/2018,Overall,Well-led,2
RXG,03/07/2018,Overall,Overall,1
RXG,03/07/2018,Specialist community mental health services for children and young people,Safe,1
RXG,03/07/2018,Specialist community mental health services for children and young people,Effective,2
RXG,03/07/2018,Specialist community mental health services for children and young people,Caring,2
RXG,03/07/2018,Specialist community mental health services for children and young people,Responsive,1
RXG,03/07/2018,Specialist community mental health services for children and young people,Well-led,2
RXG,03/07/2018,Specialist community mental health services for children and young people,Overall,1
RXG,24/02/2017,Wards for older people with mental health problems,Safe,2
RXG,24/02/2017,Wards for older people with mental health problems,Effective,2
RXG,24/02/2017,Wards for older people with mental health problems,Caring,2
RXG,24/02/2017,Wards for older people with mental health problems,Responsive,2
RXG,24/02/2017,Wards for older people with mental health problems,Well-led,2
RXG,24/02/2017,Wards for older people with mental health problems,Overall,2
RXG,03/07/2018,Wards for people with learning disabilities or autism,Safe,2
RXG,03/07/2018,Wards for people with learning disabilities or autism,Effective,2
RXG,03/07/2018,Wards for people with learning disabilities or autism,Caring,2
RXG,03/07/2018,Wards for people with learning disabilities or autism,Responsive,2
RXG,03/07/2018,Wards for people with learning disabilities or autism,Well-led,1
RXG,03/07/2018,Wards for people with learning disabilities or autism,Overall,2
RXH,17/08/2016,Overall,Safe,0
RXH,17/08/2016,Overall,Effective,1
RXH,17/08/2016,Overall,Caring,1
RXH,17/08/2016,Overall,Responsive,0
